time,observation,state1,state2,state3,state4,state5,state6,state7
1.0,-0.8604015233411503,-0.058376334250200126,0.04037447481104642,-0.43983052159531605,-1.213139404425525,0.2779975018219662,0.17910648424057923,0.5204127112073906
2.0,-1.7227443973380063,0.0371577487792715,0.2042122369405189,-0.6283220524849633,-2.050061008171154,-0.44373030776972655,0.08888283829389218,0.6866139272797711
3.0,-1.0224789457785999,0.10351208611243524,1.125169127740153,-1.1128121111952223,-0.9115267646009267,-1.605237109375381,-0.3087745057634812,0.1974790696418416
4.0,-0.6146567728061575,0.4285241905077325,1.5336676010060364,-1.2481702308557006,-0.6626373151636163,-1.325094649183903,-0.5980914047828217,-0.4775155500416609
5.0,2.7810384879036008,0.3896722379125078,1.811372291190768,0.51343623129336,-0.19646033606010177,-0.9926124730803121,-0.8034788789575884,-1.4844236952169443
6.0,2.380492880283445,0.5273668588441741,1.8579950309324245,-0.020383121687042705,-0.23835112980619982,-1.0014588995568539,0.32527343823925614,-1.1054261097481053
7.0,1.8263391318605509,0.3491053217185137,1.4705752768325824,-0.854041087403814,-0.21479537068714671,-1.2914055087722207,1.2218316098794353,-1.2600220163219915
8.0,3.548313250444737,0.40706342925320993,1.0968710581262058,-1.5547227548557014,0.7547171834776594,-1.4775197863772735,1.620892575381856,-0.47959507049008804
9.0,5.140513495302364,0.5004049560620589,1.2287311688381262,-0.944148856280753,1.8796447062841692,0.2064113066829918,2.049562923382015,1.0328518246999905
10.0,6.121642514682357,0.5271182954933997,1.8632135462804982,-0.6289655556955589,2.4119268062550576,1.432038900042095,0.34436557930353,2.642723680078841
11.0,0.9486208308374364,0.635452800834943,1.679040801148498,0.26827288962271706,1.4536767457181625,2.610584170784612,-1.5202904100755377,2.2539138066806106
12.0,-1.5804086474557226,0.46165112866641905,1.4837858690806254,0.2936818065149931,0.20195168193877877,3.2300251550612136,-2.7352962517779864,0.9060055515089773
13.0,-1.1000807871690528,0.23644487625421895,1.1804308440225089,1.0725773419278775,-1.9157956130931146,3.0324575502508453,-2.5956484211083284,-1.5679671092086824
14.0,-1.5688811104288178,0.26925878732394953,1.5272423650055478,0.9637441084719862,-4.0040908534003155,1.577122712680821,-0.5767505484927566,-2.1386078257949865
15.0,-2.8837600878300993,0.33304098426967016,0.2873676711135038,0.9794275491965385,-3.683807252450963,0.04764893082316668,1.199770051400868,-1.6688989292865433
16.0,-0.708027020900184,0.2502977413317926,-0.002056798436276413,1.6029997140550432,-2.848043709688674,-2.1423915834047507,2.0749236739919112,0.9822458248238357
17.0,-2.3575735569603413,0.21537679234103735,-0.00876607920353506,0.9151370566037816,-1.6529899158527956,-3.57462113252255,0.4141407047507451,1.616457270830055
18.0,3.150754694342306,0.35527251422306466,0.03907301025216922,1.0712085574164911,0.9526567461304778,-3.6150568060778547,-0.9433725172747904,1.4881170680227216
19.0,1.225825676792517,0.48087686542528674,0.3755348664617778,0.17856093859831823,2.6855360903463925,-2.98409096874471,-1.8040965149633372,0.19746333659724252
20.0,2.7037468932347264,0.4168618911651364,-0.13865007234898485,0.11295027755888676,4.369367521813782,-1.6804413462945245,-1.2003466493490322,-0.7508695746916154
21.0,5.828271251023961,0.3000383515982815,0.18278264636101615,0.022525439749050538,3.1716300079683144,0.9577349144702911,0.39613028439187925,-1.0131209638171383
22.0,1.11535425361505,0.2724947799379445,-0.7021074934478899,-0.21375687043935182,1.236558681612045,2.9198994298629426,0.9643436725051564,0.15889302168080216
23.0,-1.7559684072629054,0.23443535809275245,-1.0908843298728468,0.2547886588625059,-0.07231062638381036,3.8756800480270224,0.7542311594291987,0.38748005074695513
24.0,0.25180555568606666,0.4026264509997988,-1.5146296008222355,-0.10485170964638107,-0.3107423166048908,3.3224074440633236,0.72007181813428,0.6764332058938517
25.0,-3.0285230277665987,0.5811237924815916,-0.4256970182845974,-0.7690349134479145,-2.1378094377600143,3.0176412385609,-0.18450682967926182,0.8278151535700873
26.0,-4.365448292204968,0.6953064813306119,0.09582887125569822,-0.14596786067884504,-3.630606324781912,1.332854534955178,-1.4191770787827114,1.3523564029780997
27.0,-4.772828209704929,0.7041678123389468,-0.3677723064080505,0.5156358978054473,-3.128359826454707,-0.1137238225772702,-2.0568042302926193,-0.189624906948344
28.0,-6.390318276945614,0.7301636282564585,-1.2114830513157395,-0.3842805987222857,-2.376133690712611,-1.1554899679578279,-1.1678195433826388,-0.5877763799132312
29.0,-2.454838555733913,0.6839193814868867,-0.7772930209264229,-1.482823961752994,-1.5765616233996156,-1.7270025076519036,-0.4081638616993911,-0.08877775394683773
30.0,-0.7459838487966899,0.7439551796912238,-0.3061466227989511,-2.303921771416693,-0.9433467104534917,-2.0012565422825803,0.018040974928567405,-0.07968204381757654
31.0,1.5600143699256381,0.7183255606554845,-0.2619252520702218,-2.9221568641680977,0.1648836464920241,-2.508477352269361,0.36028807861080353,-1.288177733549038
32.0,3.5943104904754577,0.641055777841656,-0.3387367204512832,-2.1424110923382376,1.7212985543839336,-1.7556186366304123,0.6551278002786882,-0.8244681224760667
33.0,5.198284182908357,0.5360087526965993,0.5605783942869152,-1.9146844178917843,1.5927462795121157,-0.2112247674091387,1.1505020018080008,0.14770199180540416
34.0,3.1838186014713616,0.49771231206114125,1.6834625851127731,-2.3761845543580065,0.9403037223718733,1.5118253772470451,0.6118686570959518,-0.0632320278278683
35.0,5.474565794113793,0.40218273097322926,3.1690185060115006,-1.4943218336755617,0.6635567435958999,2.351884342545973,0.6740110834159865,-0.6874076638632282
36.0,4.196603822458892,0.5492347003404873,2.563222206874509,-0.5943942679963501,-1.1355380063317044,2.2939868276420086,0.9646278621984125,-0.519452396357657
37.0,0.9847719319822363,0.5576516741003849,2.286698580398634,-0.5706285573841877,-1.8399668106645266,0.7646078553576572,0.3932070564157497,-0.3342021821960776
38.0,-0.2865493218649302,0.37177987150190783,2.5410327526921144,-0.6516238927347138,-1.4721069968894136,-0.26645582934549483,0.7158573649557682,0.6353517994231627
39.0,0.08449337370360177,0.24022453885658718,2.5717009713965813,1.4327455945645768,-0.8303305009584809,-1.2063835177597064,-0.20670616643559986,1.0767012405258614
40.0,0.4850153131820667,0.08217609679182272,2.1852199119601696,2.763825279823523,0.12296506880635241,-1.0540334710898462,-0.7347700713842602,0.3721816117049571
41.0,0.8897547336179765,0.18777453544777445,0.3503862716829331,2.3371074734908888,0.683963497691359,-0.993044450711336,-1.3641364492180916,-1.1178114849859102
42.0,-0.40786791830179725,0.31832339740189475,-0.700612193769075,3.58510844199554,1.68503009712548,-0.3628211639422678,-0.3876885795246165,-2.158380175561381
43.0,2.144849898106711,0.24781347108442064,-1.13902530865713,3.4653166472802774,1.8821235637429028,0.9158029995013897,1.4279902020967539,-1.3789438530561846
44.0,0.6090297791153687,0.2567314347279731,-1.9222845584338917,2.780557911154249,1.3137232403503938,1.4236928748119062,1.7867430108202136,0.11350761519983008
45.0,-0.2105937415308594,0.4911785900509568,-1.957527272067722,2.2215994905957537,0.6060826180694675,1.154257907968256,1.1641245482469817,1.68642697350088
46.0,-1.5898280955163995,0.4986809078594574,-1.991013556335461,0.9975446504403417,-0.8446729747107302,0.7635832710730496,0.06045849459607333,2.8692083132914257
47.0,-4.883325244863804,0.761244415607532,-2.0860905877940863,0.27741451610792767,-0.946705263257024,-0.04657677306928054,-1.6997600805090665,1.7588723335387106
48.0,-4.554940511557168,0.8340170493807264,-2.269550847899045,0.2305478321492374,-2.1544758728472666,0.2511684530103948,-2.00042550564209,0.4968525939678906
49.0,-6.448317439679667,0.8333900903960649,-2.7143179799259767,0.051777753776544144,-2.236810241405739,-1.1343855132895047,-1.0694095706366562,-0.8497384391208944
50.0,-3.9188910967675348,0.9350907124076775,-1.9867053581691474,0.4093164230379447,-2.598822332692633,-1.3125622302640494,0.10164990534275764,-0.5035215705512149
51.0,-1.2273398820768715,0.9452257445022761,-1.9827158179462792,0.40664361127620813,-1.4379742927988357,-1.8392266491641285,0.2473720397684659,0.4803328978283236
52.0,-2.5434215009447967,0.9793377815124114,-1.459133198884744,0.47832770417808557,-1.2657889030638991,-1.7777155523889285,0.04534621863520527,-0.5441282190301252
53.0,0.7919645213929252,0.8689337148629401,-1.2379417589288868,0.24295491769436256,0.7333535361112461,-1.781780174531286,0.21355523748405836,0.4429641665132052
54.0,-2.010698196953456,0.988855238442586,-0.9078214498886679,0.387220751696142,-0.3761024346319062,-1.1116640146156682,-0.44175623338544967,0.49496174146430894
55.0,-2.296622487223175,0.8244665220674858,-1.2622995802936305,0.8708987918778226,-0.13212808301815543,-1.1150999647073985,-0.8676851866360127,-0.557821036966029
56.0,1.1564464457285766,0.6713561445484072,-1.633313737309643,1.100978968698336,1.0386994065310142,-1.2769762791806532,-0.3490023869774731,-1.4002281693980825
57.0,1.8766294703391173,0.5953980493693083,-1.4685375703761483,0.1536260092324611,1.5244936674855936,-0.6919818860813725,1.0066676877218668,-2.3365363370659216
58.0,1.8673970937881184,0.4551877098948126,-2.7240864665643154,-0.8276424259713118,1.6232709183474712,0.26263699802622087,2.8275492886450255,-0.7567522034167716
59.0,2.95019044319861,0.3826169576031427,-2.5249526710683794,-0.5878409558262818,1.8344049750505715,1.4347689238361114,2.6606285938646224,0.6446775386628706
60.0,-2.1007527118816656,0.452425945902593,-2.0798217837140576,-1.9261827197217993,-0.8843220886024663,1.9894067718649122,0.9418400602700279,2.9599496782548895
61.0,-4.691051334035264,0.43891978347247457,-1.4198724422817248,-3.2872131271783567,-1.6007490415721333,1.8513475389036291,-1.2929033921901731,3.2332146907657737
62.0,-5.385150001356922,0.3959599083693204,-0.7830278714475867,-4.692868611633852,-3.323815852035291,0.7310463003213896,-2.7244347181388737,1.4088290567484403
63.0,-6.040166629078927,0.4822590846407717,0.352114417689623,-5.120063158978897,-2.9261998143008885,-1.3895868934541853,-3.2650727496289886,-0.24049473346544847
64.0,-3.250547297673405,0.4793020055121461,1.830437941070216,-3.462048875010246,-2.7282279434156878,-3.1669824857206486,-1.912296622587845,-2.5505042607156856
65.0,1.8867694863398843,0.46723735820506684,2.2734018252698562,-3.2304022887678747,-1.3350393565286691,-4.341739117704561,0.34868404512479034,-3.3959748842876865
66.0,6.910079689252218,0.5079194409238096,3.4099521231773595,-2.8241543864149286,0.8003739028883241,-3.2892680132898517,2.8070805048295733,-2.2650107185595396
67.0,10.902601639050234,0.5615498191638822,3.6729245016966536,-1.7353281626007961,1.8693407580253911,-2.715045920991591,4.201843512033939,1.4406582663136795
68.0,6.479541915543474,0.6407142934369833,3.369883667036007,-0.6849886497938498,1.959491838126118,-1.2675018746042226,1.1564758416203165,3.8568088852243303
69.0,4.690525248459531,0.8487600598933434,2.663177149209284,0.6317647042422598,1.4491052511690343,-0.13379535581555277,-1.6205396046209466,2.5248724370831344
70.0,0.9122047319787898,0.7446545042543249,2.5614043340388495,1.1254430530209911,1.2495089238107977,0.8562617990491477,-2.806022587518903,0.9783977580187163
71.0,-1.408163818257695,0.7497413945539784,2.6384184065822796,1.6669177686694314,0.2724850198379667,1.2729436940957883,-2.9040503410612724,-1.561231787737761
72.0,2.519973544280088,0.6979941198821641,2.609594811589324,2.8121640374273977,-0.3806961668087853,0.5596033007408284,-0.8533204978905313,-4.304936135510179
73.0,4.451562343026256,0.5452456117509523,2.473661663317399,2.7217917940778573,-1.206641758047189,0.3084660127011674,2.289352142058306,-3.1508968926473804
74.0,3.9990092306419385,0.317557180743027,1.2116676145629448,3.3658091323260426,-1.663473006249654,-0.405068310260532,3.908054834756041,0.03326297082453178
75.0,2.5059608062518723,0.389334925009998,0.6667444324736065,4.50252146473408,-1.5268956814973271,-1.1280702465247079,1.9672256897521603,1.8315629421330264
76.0,-2.8951449250340975,0.6289814020857267,-0.7718521370146925,5.348990155624332,-1.4089740044905787,-2.0040101190345085,-0.12359630989345535,2.694352914908223
