time,observation,state
1,-2.620153750659059,-1.2013910835847732
2,-1.8824733244066312,-2.7114041763880037
3,-4.505524948948642,-2.1106408910639995
4,0.08521396236484413,-0.659793267751466
5,-1.7230749280638582,-1.7593771369873803
6,-1.4852110182906917,-1.2827093698573455
7,0.1727830412550384,-2.088149591696275
8,-4.071063548448998,-2.665319995347831
9,-2.4643165003218783,-3.0508220971788056
10,-2.1781379978877298,-2.370663545736888
11,3.136926143252985,-0.04847449476067922
12,0.8934629266007394,0.4796113105868527
13,-0.4143874607662448,0.3611591255831007
14,1.5255483729212336,-1.1173553027013607
15,-0.6980633868025505,-0.3951483893819444
16,-2.937740092737882,-1.4133484386442094
17,0.3241818374604467,-0.08848385937228742
18,-1.1141360816816062,0.17821981359021655
19,4.0415081665484145,-1.1500405243214504
20,1.435937671480608,-0.9942683573311074
21,-1.532907305059,-0.09204056750958589
22,0.22987391535993928,-0.7648169037018037
23,-2.291787317655779,-0.4317415888513902
24,1.1019402331124384,0.48091141184216607
25,2.4640140464005675,0.7271303455753344
26,0.12171150126209063,-1.0340376956290642
27,0.6896943429244771,-1.6932525917566426
28,-1.3908211049715475,-1.9812085260171517
29,0.07080360020076282,-1.769349300839172
30,-1.0885634707322382,-0.25376163355192505
31,-2.249564391809728,-0.7603228619284415
32,-1.4082162924563453,-1.3973065177926616
33,-0.4110292286101256,-2.3147207031596055
34,0.4114680854538002,-1.5017827329793423
35,0.011047734087119343,-1.7200659640967426
36,-0.35723741492711336,-1.5690653674294335
37,-1.3195794612067635,0.6143041401647784
38,5.581651626303468,1.246452381195235
39,-0.11579862999616242,1.6625948015953544
40,3.7557360824357255,0.1450632357747026
41,3.2903478862533033,1.265907742723338
42,1.4422707855609698,1.303241439402055
43,-0.3936626588165506,2.5873353414186044
44,7.941871747258592,3.52068714614347
45,1.2451178101278944,2.6985736718302338
46,5.789265284608122,2.8955143368660905
47,0.7198446521227211,1.308953442188658
48,2.562988828607932,1.8196842777411457
49,2.608294440042195,2.675153588788717
50,2.5164250598357634,2.975133181369018
51,2.1415138031021974,3.1928126977690194
52,7.193673750901713,4.420518684552696
53,3.394075999508915,4.2560805685587715
54,2.9831919639394435,3.5385630581214693
55,1.4316396785467385,2.2983614949474727
56,5.158148889967078,4.155048623422929
57,2.259714775873878,4.482958171361366
58,2.4668584310976263,3.8767226453312387
59,6.261302370110209,3.6572393148364366
60,3.734482220950397,4.301693071236734
61,6.262968642583566,3.2589253021757987
62,5.906707584560422,4.534167470587283
63,7.883423293975701,3.8927708679830775
64,6.653526693845863,4.678391494049878
65,4.549999387031986,4.926978774745922
66,5.997940010499024,4.487836405148049
67,5.743038053319369,4.432855098205097
68,4.274551289237199,2.8376967433520104
69,2.835419958748358,2.836047250006823
70,2.6560313506594313,3.083616564053884
71,-2.733206176372427,1.5064872316805555
72,-1.4426784972656326,0.672982543927667
73,0.43978423888381213,0.7752653630597031
74,0.7030708686219755,3.0196175304826394
75,3.061969121309976,2.9877029228648233
76,2.2780701507040657,1.3951508605278835
77,2.5652200431881838,1.0108266425522547
78,2.2859146085935365,0.14604000943235962
79,2.1232628535257745,1.6512366606270668
80,3.453798697748149,1.2765315215347428
81,2.603909776375366,2.3170356977048705
82,2.285886439392863,2.4858531661337073
83,0.1367740678389373,1.591675909603658
84,-0.033327235306714886,1.1483116144840535
85,-2.5762125135279845,-0.37208663133745357
86,-0.1429679364000006,-0.7832416146847196
87,-0.8152565202320408,-1.5843319411627719
88,-0.9086051124494421,-0.5285035083873837
89,-4.406329528122028,-2.1908261358039915
90,-4.51662325005245,-1.7511396653869158
91,-4.321875923445829,-3.0908179439871946
92,-6.358675437689782,-3.993342567325821
93,-4.561585703680346,-4.575778354731807
94,-5.2169852465338655,-4.678941457492612
95,-5.7869177410294785,-4.269150597527405
96,-4.718878362882158,-4.02867791266151
97,-4.124266569725331,-3.1504133040710025
98,-5.848351277277407,-4.582655952921605
99,-6.170412755975992,-4.868849375191576
100,-3.6668240327124604,-4.505536391930566
101,-3.636438513200491,-3.8727029386797027
102,-1.5722118677353762,-4.459033453212209
103,-9.234899355773042,-7.051590375738964
104,-5.741027418687136,-6.514930462427735
105,-7.114904376205494,-5.271135673042247
106,-5.857554374685795,-5.275170546499544
107,-6.087951116350663,-4.996443586975158
108,-4.92847143260261,-4.908088304531303
109,-5.771356842335328,-4.743138092390129
110,-4.667156826177931,-4.60153605032397
111,-4.974783429323933,-5.284319724388426
112,-7.539909377114891,-3.96132858539317
113,-2.204490932023984,-3.303337539571383
114,-1.239420896429771,-2.768634936884555
115,-5.987459191797996,-2.802749963858454
116,-5.576627499323503,-4.654332309154523
117,-3.45163777444121,-4.048923455097416
118,-5.126635732949422,-3.662789932208209
119,-2.755571414109119,-3.412456712701606
120,-2.294844400874377,-4.304521184782733
121,-4.161593169836086,-3.663367336524856
122,-4.312714878295482,-2.7288257552611968
123,-4.738686497599281,-2.0306454524222026
124,-1.6907511062080196,-2.9770313187689617
125,-3.1023943958993945,-3.2812188983238304
126,-1.9463007731069675,-3.291504479055033
127,-4.441038393237411,-4.062774959925303
128,-3.7855291634975305,-4.440611098131628
129,-3.1702830087848355,-5.198914187269408
130,-2.257090070186945,-3.5638325591139624
131,-2.9803055248188355,-3.785290198887068
132,-4.911230007042737,-3.4136953870939677
133,-3.974081027145897,-3.2138389400154077
134,-4.1341865300965495,-3.137138450429851
135,-2.429877041344415,-1.6554096693055147
136,-5.989315851334662,-3.2274522990058534
137,-2.8185977954453048,-3.8439662103477112
138,-3.327952079805628,-4.741191084900118
139,-4.214619306076504,-5.120592372705688
140,-2.460832674071143,-3.594785076797246
141,-3.4095639865234535,-2.745034714905401
142,-3.022101936008025,-2.3195444915420804
143,-2.7156626764064047,-1.4189480016509992
144,3.197895733990972,-1.9849990741363885
145,-3.087577750136764,-2.8077723309811464
146,-2.248828080811208,-3.3121894273469525
147,-1.7871103165579183,-2.7563157610828872
148,-6.244655558750926,-3.526754265228352
149,-2.4824774367237517,-1.3896072803132347
150,-3.3040802647695617,-2.6218200328387713
151,-1.0597709454681024,-1.8006507660536066
152,-0.04079705340580264,-0.6701507009955889
153,0.7610524724815342,-0.4038127141103354
154,-2.8220719637565925,-0.7730540823687879
155,1.053355104897126,0.043242908811189085
156,-1.46363472436165,-1.0115760552039403
157,-4.636294872147164,-2.7541434897821455
158,-4.461362527735003,-3.5255434152534106
159,-0.17846618774455614,-3.645489171135041
160,-6.310562288706478,-4.987269107727803
161,-4.700633600008413,-3.888050376731324
162,-1.700607497369604,-3.5519205913526557
163,-5.66440153515277,-6.492865622268134
164,-8.26503430079572,-7.517675514501636
165,-7.540363421198303,-8.231151246248084
166,-7.629170168077126,-7.477927502973627
167,-6.850458939601708,-6.995977906605567
168,-4.348477557769371,-6.711728100297708
169,-5.404007940881483,-8.003038404495287
170,-6.904885420822697,-6.980833433519345
171,-5.677996012027611,-7.571548257096401
172,-6.35167576406786,-6.7032220094823485
173,-9.153907376891457,-8.739217130333232
174,-9.045334861872204,-10.12520591845026
175,-6.583835034465077,-10.534558138585606
176,-12.522098362496516,-11.780131174250085
177,-13.615429321449975,-13.130975542602272
178,-11.75632690475728,-13.188090504743053
179,-11.15129903949487,-12.087154925377734
180,-9.803314243983797,-11.069033866107809
181,-9.937693479833948,-11.218436092094395
182,-13.249008902432386,-11.601921461146027
