time,observation,log-variance
0.0,0.0,1.402160774046087
0.7235110674038606,-1.4266538845769912,1.479297571334178
1.0353979881602227,-0.7564684479739925,1.6776442938844942
1.259004335818973,-1.8527532373063906,1.675916834106099
1.4879221385715256,-0.0509885576162682,1.358526085897461
2.413984475992374,-0.37582433629295686,0.9441698537195938
3.0176780191978216,-1.1255483895931866,0.3737545960917843
3.4882442562853577,0.6206603195554398,0.4485134210362779
3.7902550931505123,-1.4504673687119218,0.34032706115808065
4.690348031480475,0.2116212174377039,0.3669316883181383
4.821962115782783,-0.39189371497924397,0.3707247157771893
5.7131288266365585,0.30730667739019424,0.4473959366878949
6.489449051732105,1.0512213913172637,0.3197291844285812
7.332918643576224,-0.001263759824518394,0.4772725479304873
7.8165059075249586,1.023464148689611,0.5067467752343044
8.556300924488749,-0.5740394051986991,0.6743840050178128
8.871525183556704,1.0459910629855698,0.6255838965352787
8.99395623106635,0.8377276681595044,0.757352866374171
9.771279737256148,-2.0909711785592258,1.0794309117916214
10.311337553299749,0.35017522883032853,1.0622385586343484
11.275287356207132,0.626911634256209,1.5844988606104042
11.776419226692672,-2.4801282743364705,1.4574135571160003
12.358607707302433,-1.9584741165952007,1.2620318999137878
12.450717181929477,-0.3949637289227573,1.2563578113690752
12.817713438821158,-4.719938715762917,1.483129062021822
13.581671201849767,-0.7648610628458684,1.554055914057667
13.658377520369754,-0.5642142891323484,1.4133002807844746
14.064445283875765,-0.17179828790666837,1.1713247999022562
14.072870943902076,-1.6453876346122205,1.1666706723642262
14.349265403082367,-1.8798222668949809,1.2723908497335525
14.801232072580543,-2.745950137697785,1.4620475919530425
15.770738489374555,-2.668766855568627,1.2609610135174472
16.53778048552,-0.7692411062242271,1.2533452527752607
17.262740119481737,0.29969747067858027,0.967333131007629
17.780249491880678,1.4918755857183201,0.8664837093901369
18.397615140388055,1.6979874197042353,0.7460155298091313
19.313011057942063,-1.132641464285418,0.5409685357405897
19.96569425524998,0.42586061444386747,0.3396408528965119
20.40949323743049,-0.8760329093165268,0.6346981964295147
20.823716403214604,0.20995116309944237,0.8364020591074671
20.88343266311071,1.613846814450097,0.6818982222818796
21.447280801601952,-0.3934546643860317,0.5070925935310007
22.031471786359795,1.182774312628246,1.0224357659098873
22.41319193315206,-1.8242588468842433,0.6616790235529847
22.83047477190188,0.5936191406775752,0.9187592668224605
23.14065556712844,0.7073889735687512,0.9668893578726688
23.49998583187261,2.0440910527187794,1.0841961857006257
24.108023289474566,2.053713158107904,0.9261880312456628
24.366443062468516,0.15190557731265197,1.1361151256097712
24.55684862864299,2.0399044067035614,1.223163609667934
24.815060294733094,2.262565221688167,0.921560789690228
25.07673023646567,-4.527876511292316,1.1785789921596692
25.37893240731569,0.6668493363354853,1.0997711436455948
26.074988727514164,-1.0640540070589868,1.0358004806402608
26.187660017507266,1.032917008970606,1.0047412245323555
26.486007280559953,2.0846130876861584,0.8263754978836455
26.834140525273746,-1.4872063848088675,1.032832232244098
26.952802849041852,-1.4423649600829465,0.8816592920392806
