V,W1,W2,W3,W4,W5,W6,W7
0.9700932986646192,0.20541515578791483,0.3745586125666452,0.01770232765822973,0.17919432054111542,0.3991355690343049,0.11138715511257113,0.5173829073475908
0.9918249755121419,0.024927663828738116,0.19781345711744602,0.3867466227268424,0.5372016250496964,0.19091380008323539,0.10554499998594892,0.3535258491771534
1.0356036808957474,0.1750026172342849,0.36162961599304133,0.032255234587165955,0.3969377377077273,0.1918740725672264,0.10635335606468237,0.48874361468724964
1.0901753690577038,0.03417291320336929,0.1984096274088738,0.36667772708986,0.18141994984357657,0.5211499566428027,0.11289061398671556,0.36449060272614714
1.110730105239549,0.18510897556721922,0.412653439966369,0.04310312320880105,0.3646372351280055,0.22030010262405436,0.10612793531668295,0.5052772419543395
1.1542623661857456,0.04429503428775833,0.40879647241719713,0.22384114746968298,0.17365873365009102,0.48926260414891953,0.10490078711990286,0.3606412288654638
1.0433167872194127,0.1645352875716131,0.4123973993454642,0.04543764624083118,0.37893715713285103,0.22987268524092444,0.12409748463480916,0.48966160502376105
1.1597331834876774,0.04705675210585687,0.41319808510456696,0.23299035270040722,0.15703076341046746,0.47804364165629404,0.12347278189535198,0.35838391201157277
1.231870717665977,0.15162798193916838,0.39613654849602453,0.04970875844216952,0.41231498846130504,0.23736646366684178,0.12422601249038372,0.46082174708983537
1.2095216149946266,0.05390560672194646,0.20476616196579167,0.40680542431708316,0.14534256091816355,0.4659331746143066,0.11251236320520171,0.3648691557739784
1.0882185084925207,0.1342681714340297,0.3727831911419755,0.05549342302057356,0.3717211259268427,0.21034836730184606,0.11930332004900598,0.47709714628574995
0.976267107552687,0.05713376850389869,0.37989536703747406,0.2204409387327455,0.11872865701411352,0.46202038354352953,0.11713051718569717,0.3442112935572754
0.9462109937110142,0.12315308827096162,0.3718767828490896,0.058905628847483515,0.3793903303802201,0.22216732815659232,0.11930059530716909,0.42687432430894845
1.0719839772162016,0.06165473535742175,0.21325519546691638,0.3881104602930431,0.1228179776355034,0.4405352165882073,0.11060437762523728,0.37094527229152147
0.9952640635443003,0.12434146986046068,0.34241863513352205,0.059287392337812515,0.4094273513138387,0.22313514748538063,0.11066071902167064,0.39583931654256876
0.9671706677234833,0.20984109282003724,0.06570866330547638,0.3925030374182515,0.13062717372435234,0.4034560197519439,0.11331535345648955,0.371826139775837
1.0178399585912128,0.12732497167561338,0.35019916266325896,0.0716666094475694,0.39918641656319886,0.1981567539913119,0.12157466976661953,0.381280072046285
1.156271254704561,0.20036656350957013,0.07230263808660908,0.42493215088356423,0.14571654696960146,0.419388109733102,0.12696445249870764,0.3533053770369659
1.048638049844159,0.3401177115507675,0.14431839313381675,0.08040245317967791,0.40660736407128845,0.19920699042606133,0.13533486365978314,0.43186734101775753
1.0153894994603787,0.08119711467701943,0.22478577631855454,0.40011493245787716,0.16079421259179102,0.4238640891938898,0.1370917968200601,0.3050829071847613
0.9791243972053899,0.14925665006367578,0.289018548407685,0.08763885962729594,0.4006068519847103,0.23727114392779303,0.15823709383043907,0.41983654547210814
1.0689206636377953,0.08920449264333237,0.21555663573349151,0.40449790718059886,0.1607544551260424,0.15503515697682616,0.40830084570416925,0.27318738331824405
1.0468684224231148,0.16469806369800855,0.27865375901840633,0.08801809686004441,0.3520028669101639,0.22922238459916996,0.15329952289783452,0.3918921278376455
1.1505037520775072,0.08619519278820365,0.23789019221045352,0.3701948405381581,0.1894648192469845,0.40530224926938857,0.1457403506534409,0.2914664881791633
