time,observation,state
1.0,1.124684342301492,0.1822087333725679
2.0,1.0197797799491348,0.4261105990614509
3.0,-1.1593601105240317,0.3843904956336931
4.0,1.400577577425361,0.8852786562548965
5.0,0.6339921266953842,0.7014776554106023
6.0,-0.029777205871385548,0.9282042090981457
7.0,0.7059180577028836,0.558745607209172
8.0,1.6468617781276347,0.9215328380082262
9.0,-0.5985391686393857,1.0234952842227925
10.0,1.6469231168458787,1.0510406671604482
11.0,1.7299733473809957,1.1810433688060111
12.0,1.671093654104386,1.0368018569439803
13.0,0.7105831839314802,1.2368680214882137
14.0,1.1018594998986189,1.2785759247282709
15.0,0.3892650194070657,1.2291225850330345
16.0,0.1830037067767869,1.2552076230497708
17.0,0.926710594785955,1.1494127456513379
18.0,0.8980926527585473,0.9282276995745394
19.0,-0.040517831101372304,1.0124997183104296
20.0,0.4526329805861185,0.7626640319221669
21.0,0.25884409207014064,0.6642163681004907
22.0,0.05359285545990311,0.6614699657304645
23.0,1.5388323689546097,0.7199736768726684
24.0,-0.9286012146691719,0.5745174675959369
25.0,0.33405141805753247,0.23562118081383437
26.0,0.5248214141761866,0.2350802160051036
27.0,0.5750030538344619,0.050849482571545035
28.0,1.8720861430501547,0.3887660149693034
29.0,-0.5169332942982374,0.004521087314137251
30.0,0.3900873950014424,0.13586318626260283
31.0,-0.7900888401909301,0.011747262135597347
32.0,1.300793240622682,0.08476139763917004
33.0,1.078207710402161,0.7371161214409809
34.0,-0.42452342311283986,0.5696637190413387
35.0,-0.5244509700616725,0.40244931386903016
36.0,0.9908250963779093,0.8164946212534648
37.0,-0.17702616457921572,0.8742063721035487
38.0,0.8047471089337471,0.8618476185721341
39.0,-0.6789253755651069,0.979712290523839
40.0,0.6151456657174369,0.431072282902621
41.0,-0.3513670389279317,0.14177221850029625
42.0,0.4379035937781725,0.3067099642254586
43.0,-0.3077151712028,0.8513614350511064
44.0,0.056112532115866864,1.0405396012278028
45.0,1.3512690697771086,1.0768079484105528
46.0,1.280995212993563,1.312510819960881
47.0,1.1659466594943684,1.6170475454030484
48.0,1.400923346370154,1.1745974387874434
49.0,1.2620301853206461,1.0611270645696018
50.0,2.2936852981239286,0.6391176228211419
51.0,1.2166400666539194,0.43023544282246434
52.0,1.6436010570947666,1.0378638662101591
53.0,0.3796791431583161,1.025111342334381
54.0,1.3326455033905653,0.928008232433602
55.0,0.8602430068860873,0.778731508197363
56.0,0.30568338269069484,0.5217503557709796
57.0,0.2326154832053974,0.4378245121078883
58.0,1.417417461063688,0.6136399697803675
59.0,0.972245844199807,0.7926855222789243
60.0,0.9288419242382462,1.2150751818141652
61.0,1.0259575800504233,1.4220851189048727
62.0,1.812901146746246,0.8775182406608599
63.0,1.7985252772637292,1.3856501615249561
64.0,1.8007209769640777,1.0149994533974462
65.0,1.108758096753548,1.2639107895188593
66.0,1.5467136383693687,0.9208686456573977
67.0,1.4357210252089436,1.4080017676700174
68.0,0.7969651451898255,1.403539394604654
69.0,1.8476343388801797,1.6659229384289373
70.0,-0.07709248348215825,1.2326775314553844
71.0,0.989255767134367,0.9932397871541725
72.0,-0.1777721863829973,1.3922408776922992
73.0,1.4653107140673607,1.404356876584979
74.0,1.2326087962636423,1.1978650209031745
75.0,1.9171556746031269,1.1331914854230254
76.0,1.6498858406485026,0.6092394949013864
77.0,1.3280944069696015,1.1114867469889895
78.0,1.0066406834987052,0.8922856104286635
79.0,0.8608794685046719,0.8924450715349169
80.0,1.8370407590311681,1.1770034269453273
81.0,1.0349303792310798,0.9098959826064221
82.0,0.17474406864408165,0.5991347186782666
83.0,-0.08754504427168375,0.5118439639973096
84.0,-0.2759277326253218,0.07405866043274223
85.0,-1.5642506305465038,0.06762819789319399
86.0,-0.39073462386446367,-0.6224002092212777
87.0,-0.21182937836010352,-0.22596408620990466
88.0,0.6678021952687787,0.046371079498059006
89.0,0.10307607374747316,0.26583376366212896
90.0,-0.724209357562781,0.05815612937057629
91.0,1.3372448070704614,0.6610352291538688
92.0,0.7285501564281478,1.077257969761006
93.0,0.8612259404271356,1.1911935807045186
94.0,1.4194007578240233,1.5963397892228448
95.0,1.4965249509306766,1.332985147336014
96.0,1.7140335589533837,1.112774017163977
97.0,0.3897443523726887,1.1897420181942575
98.0,1.9896465357722457,0.9478561410465278
99.0,1.2975601348510386,0.9808851284950649
100.0,2.0634249237456754,1.3430974770231237
101.0,-0.9019709368452455,1.002963879260354
102.0,1.2019647086518002,0.8864156306368973
103.0,0.8442325875780792,0.7132102774914181
104.0,0.7416334027806177,0.2783848085807496
105.0,0.6590003886212231,0.045061041488777764
106.0,0.616795176223824,0.225725534679374
107.0,1.4376830096547673,0.43510709908915907
108.0,-0.6274403381200047,0.8232303616216008
109.0,1.17369834421754,1.0897302861182312
110.0,0.4026141091567637,0.5253619672031692
111.0,-0.28383974310168714,0.5551921812080306
112.0,-0.6674446488756242,0.11080061130099639
113.0,-0.524240671921256,0.7929537346347402
114.0,0.6522806202261506,0.5140512612479828
115.0,0.8767686141352258,0.6452824922005663
116.0,0.3585602748631682,0.8862074156688008
117.0,0.9218839830314259,0.7353675624546661
118.0,0.8442006666277608,0.38523139975622767
119.0,0.37424613173289567,0.7593925502580459
120.0,0.14936555738536572,0.24731720525811252
121.0,0.9238306228680134,0.6548307208477944
122.0,1.3615185561465986,1.213682891159935
123.0,1.1744297161805004,0.8472872435881675
124.0,1.0616477468587782,0.9521273652594471
125.0,1.0113771265924174,0.5185286437497623
126.0,0.2319710477907186,0.5001095449156515
127.0,0.5073843044397186,1.025854377154885
128.0,1.224361797877572,1.3128798472717318
129.0,1.7068264374952125,1.4412099340187245
130.0,1.9861508890947712,1.6974777533069856
131.0,1.6526357909263258,1.578956011581566
132.0,0.986751163548605,1.6734535166702078
133.0,0.6648657689910705,1.4676809326123355
134.0,1.3263192114366429,1.323258606989556
135.0,1.4807969377034067,0.9151580710196028
136.0,1.5498185409045828,0.8728227371802825
137.0,1.5120083595470537,0.8832949900409842
138.0,1.3312305124607113,0.889547378564958
139.0,2.3221923802112605,1.203571902721716
140.0,1.315331516518153,1.2461010462148776
141.0,1.1606224626300576,1.3406542033626887
142.0,1.7646854189054242,1.1448220428953728
143.0,2.6747262669333725,1.617511026777113
144.0,2.063972432995936,2.0356164820129408
145.0,0.2922918413071407,1.3279824610133875
146.0,1.7354910220816866,1.9343534360547827
147.0,2.800288704905327,2.095849501611784
148.0,2.2903330629101446,1.4924382939441119
149.0,0.8041343002161488,1.5744104079106982
150.0,2.3156158484441547,1.5744393315737009
151.0,1.7435016585654992,1.3817407851107986
152.0,0.564092392004087,1.2226122164919264
153.0,1.683039026943343,0.9611284197442718
154.0,0.9571465535023989,0.8150195833765902
155.0,-0.26164041170124475,0.9997744428552102
156.0,0.8087918857303231,0.9391053738800692
