time,observation_1,observation_2,observation_3,observation_4,observation_5,observation_6,factor_1,factor_2,log-volatility_1,log-volatility_2
1.0,-0.027551045601728788,0.4009222200245544,0.41016243965887017,-0.17284003645389068,0.19145742952491918,0.13502906176173674,-0.06305689019648575,-0.3212909622884377,1.7874476250613953,-0.8317370232964065
2.0,-0.46469558671001104,0.4905897550702689,0.058297541513501,0.17101046573944767,-0.028981648510547887,0.14970629068749425,-0.4667333945857292,0.45672628370244556,1.5054854324418705,-0.5791925643969406
3.0,-1.1035937322923237,1.1009294583739158,-0.18018376203747896,0.2091420596848047,-0.9203643866382366,-0.05602207433703765,-1.0960860072802316,1.1752725632497918,2.2602470891585433,-0.0653740919901203
4.0,-0.8722330526991262,0.032462397988223396,-0.4545960383900969,-0.3906654295350276,-0.26275112379480947,-0.08127340799779913,-1.06238615696722,0.11831842396684367,2.3639672931548343,-0.19204271494349578
5.0,-2.9597303737019627,-0.295972727642466,0.21657556874997924,-0.5450376819953104,-1.1342590806038042,-0.5995950085887005,-3.169592845104094,0.9460408006787118,1.9785367016295292,0.12785012761767225
6.0,-4.241120503009368,-2.075415869430422,-0.6627888673203963,-1.4194540729674585,-1.5663662164764949,-0.6652789857410895,-4.56697081241136,-0.4444201592362505,2.006753385460626,0.251010875746676
7.0,2.9014158849399045,0.7788499725857045,-0.20057365599468294,0.5711889356673062,0.6240740591150229,0.6009805904843812,2.9405873049286058,-0.05739936873051247,2.2470163889639467,0.4304206532020117
8.0,1.808075338289918,2.2943081734082806,0.34522218313218944,0.838254534831465,0.9698814348244833,0.36517793880360716,1.319328811871822,1.9623156244619777,1.8899896914470613,1.2064832306904205
9.0,2.224412468548732,0.8995640086964849,0.16971701507560766,0.581771213752784,1.2020968575415756,0.5513430544970319,2.26878620260194,-0.17428709320256783,2.0978633005180365,0.8928528522841641
10.0,-0.6725949509764161,0.021602828104984012,-0.3828879496559175,0.09511261261442966,0.3589275219411334,0.14896435640248026,-0.5104686241084953,-0.03669470444950471,2.288357541235285,1.00275277199625
11.0,1.4747679724304197,5.414569583974726,1.612954775412838,0.639978151399482,1.1473272564553563,1.4430433057343093,0.7996178188479618,5.083946152949887,2.3961064332769597,1.112051758283192
12.0,1.260328204662068,-0.6447600410367389,0.16012859121887507,0.2116137633207329,0.02053260251742922,0.3786928246326621,1.2816737627073016,-0.6686969742465732,2.2053723547407253,0.8418130713254601
13.0,1.5665031355031291,-0.6399270029206536,-0.09906372844000885,-0.2512783809190758,1.2049345498329438,0.4517043380689657,1.6317997684975984,-0.8382902882602417,1.8405929193430033,0.7312182798301847
14.0,4.013825244311455,4.776984688097553,1.836887536407348,1.9789223040584956,1.8631340669835081,0.8850898492066354,3.5329427418937103,3.316145583079541,1.7383006541047061,1.5090377956279366
15.0,-0.9346792356051671,0.4022932955902622,0.3811269598725798,-0.18030906562790838,-0.6018640995145299,-0.19475212817569648,-0.3265330862724958,0.35352470052259516,1.4820898030353105,1.3371597673066802
16.0,0.5990065593620466,-0.7368034491269707,-0.5829389596585877,0.06310995696492819,-0.09531046822830307,-0.32274729425087234,0.6424258534765588,-1.0426655291897493,1.3517470039440649,1.6627956883887531
17.0,-1.8043134281413675,0.31577620495955183,0.08596494991209017,-0.17537598397285112,0.15076818693819993,0.3735462452914792,-1.8596403122169503,0.9813128697398233,1.1327246410865675,1.33473509431247
18.0,-0.4749767173978104,2.180160496609406,0.8478979795335477,0.14807928512299148,0.2997452567351086,0.8198922211783675,-0.8022624367355767,2.452886558002994,1.835964480023212,1.4241650506171024
19.0,5.385097214344796,3.650234331916313,0.8630964653073794,1.9554138215349894,2.4258648056457095,1.5802626325732219,5.16802166206693,2.2479292449270862,1.3221714015163817,1.7510930012722963
20.0,0.22070103587330153,4.214911996606319,0.7597796784028302,1.749352801809779,0.2593297764647471,0.7784192891363075,0.12841447699816996,4.431706175944485,1.3812935544309286,2.3859170739886335
21.0,2.531484406772507,3.318389483937076,1.2844449889817993,1.4834685508697707,1.3651821312844046,1.0756696841256352,1.985435523763976,3.3865192289130954,1.1114923658569438,2.3706632109751986
22.0,-1.2665269333835294,4.7637042178950315,1.1275535656770732,0.7529077061449908,0.7742644190615586,0.8581804771878655,-0.6491829311967678,4.784560935507487,0.9594674242623227,2.7034269876083017
23.0,0.21864821477373264,1.1898666854912534,0.1535122313731917,0.5332219716394394,0.26950871679107324,0.2341590475944303,0.7737248648481646,0.4976094183965716,0.8779512237852214,2.342275338096512
24.0,0.7897410385156941,0.5946086745147964,0.7129818338795942,0.6665580428810363,-0.02985773514484319,0.08344589430860685,0.9109254687413757,0.3613261751896724,1.0895843717734084,2.8016787698398478
25.0,4.136698336723665,4.33521702198492,1.07393769303272,1.9904103125254529,2.1224417566779357,1.4606996077793417,4.220192756179091,3.1383631705049644,1.547995159793987,2.6388628235356464
26.0,0.41851496636890667,5.3259235923912565,1.2125914153985715,1.2269907751345903,1.7681384589458673,1.340756493344458,0.3034210603220349,5.948627878975492,0.971983962470831,3.0777868593736626
27.0,0.22606941471744413,0.20966051044309109,0.0694498163753681,-0.28880908476077066,-0.1086419180022629,-0.1686076743295891,0.25822148846763426,0.013981081217889916,1.5602450429759993,2.8653810534285604
28.0,0.33367391178026834,-2.287369415564077,-0.38033014949185734,-0.5176734753243952,-0.6558675251965418,-0.6971348000484706,0.4389412785886049,-2.826786876828466,1.8256273896696744,2.2145362588098294
29.0,0.6880150326431727,-0.6430009564892072,-0.25410694241450293,0.07645564811268053,0.15628255050453985,-0.7200786373443868,0.7488208669868918,-0.2352632053238089,0.8452647612335682,2.2674134430664274
30.0,-2.0498303157173017,-3.434171334920239,-0.8975538566119629,-0.8866907221284491,-1.8671368012579361,-0.9577939884424878,-1.7945040345733796,-2.8011898385665224,0.890150531214861,2.460671860137003
31.0,-2.0493402072353692,-3.026314072513898,-0.6387671963658228,-1.4584382696456177,-1.5230020808190918,-1.2019002178326188,-2.0964606712503255,-1.9553012842369746,0.53151005767772,2.51126460651329
