time,observation_1,observation_2,state_1,state_2,state_3
1.0,-0.35545094763431284,-0.9753310765085894,0.9739352184811823,0.21915917444972322,-1.8999945522657349
2.0,-1.6363810275588164,-2.2750776342531447,0.14989385352606854,-3.894834051083844,-1.1531595179221032
3.0,-2.1363332726250857,-2.4808816593136673,-1.5668756960223758,-4.0753636170776755,0.09601269527977663
4.0,-2.8163890015744215,-6.24672406687726,-2.5227302617666556,-5.387307044490437,-0.3881140994748399
5.0,-2.7551592092454817,-7.4591484842933635,-2.2567232341853645,-7.210128674388747,0.49844916326765754
6.0,-3.0068106126588754,-6.633240087384501,-1.4613637086011124,-6.743282191552731,0.8279330434412063
7.0,-0.5443052625719245,-8.037496473905204,-0.22480995901141188,-7.029318998045695,1.6917768889197897
8.0,-0.25627633066780664,-4.998470238073882,0.4425220577972466,-5.923969097218441,0.28221663000360175
9.0,0.44600717232991394,-4.030736737555185,0.2929245495089051,-5.947326935361365,0.4839649375351721
10.0,-2.7046581542657124,-3.860880420110692,-1.9268859862625494,-4.8043530025951995,1.7190504179176918
11.0,-3.7284541237093074,-3.0994687153504374,-3.7477679069859122,-3.653912778068767,2.114547655332778
12.0,-2.381271331767347,-5.351602946040084,-3.285711151536767,-4.049713648941342,1.790228532907261
13.0,-2.8065186555492234,-5.403245384861242,-2.9042145042936736,-5.419279393378261,0.5569489648084396
14.0,-2.5189122243820563,-4.800547385816899,-5.293443084430406,-4.037874242590873,1.655853837960586
15.0,-6.442550072645909,-1.2582046235818494,-5.2895923070595865,-2.40874875767749,1.901022432239073
16.0,-4.1256648132937865,2.207596548686998,-4.958568829670334,2.4957536510467806,2.9746286533634496
17.0,-7.135471741619353,6.900986655960639,-5.832388472774424,7.049499369270529,3.9523546069546622
18.0,-2.469204381544407,12.936102094311186,-3.8739685671320347,10.541025779386183,4.601618513768152
19.0,-4.636355543079747,16.912186429827848,-4.008877912512223,15.734623356926638,5.318030819161397
20.0,-3.3943717492541197,19.876586629819325,-3.59276307942604,19.846019566068247,3.4208883618078434
21.0,-0.7063591723212603,21.657860755606325,-1.3021671359633773,23.290563455882697,4.120121220199463
22.0,1.6382388754449937,25.05396268341253,1.3633135663768545,26.420087094926853,3.666881429787568
23.0,0.6452642969491613,33.9033976705596,1.663994576195524,33.27628172658115,2.891959538489619
24.0,2.2663435503625813,36.19109791765743,1.7580127150626872,36.79856468749748,1.835491104495105
25.0,2.803445838160613,41.40914316271716,3.0376806647288186,40.40101891724338,1.137249695210144
26.0,3.709794259937762,42.821208091874944,4.482287992832294,43.06163485839949,2.969438745417545
27.0,5.479994154755999,46.12343229797411,4.766515150619238,46.75848226545816,4.862736912312068
28.0,7.58147026251708,51.1078576143845,5.422292965907414,50.81186091195881,6.9615398617049316
29.0,4.407334475943138,60.528445494318376,4.083767795451975,59.08171220197016,8.753829993855781
30.0,3.6491213267352234,65.26736905908962,4.223521689331444,64.13929791039499,7.775547946472446
31.0,6.0163268932051945,69.91974000645473,6.812559112373611,71.66113862817407,8.452603607835115
32.0,6.492379401762335,82.49877646832427,6.15856138741407,80.87402617957646,6.480927756787015
33.0,2.4967304463481614,87.07993554943958,3.9479827165872234,87.28340399975617,6.207962424174314
34.0,3.819670702880754,94.388288639283,3.498425751146714,94.73993186639618,4.8002921535833405
35.0,5.025334045508576,97.26537628721468,4.553050291326274,98.31554504320872,5.324929960030198
36.0,2.1362464085080255,100.84713881983974,2.2894887998917106,102.58515788548956,6.352490695205009
37.0,0.5687007350823072,113.61870259371045,2.6752378308831224,110.96503899500073,7.460088987525598
38.0,1.0403120974046447,116.6515373978071,1.4906276139692243,116.64992924971938,10.540820272981266
39.0,2.235328190405381,128.9189541369398,1.3124184927741873,128.08743738532092,11.081976715824455
40.0,2.175782121245239,141.3995951266945,1.0955419851479868,138.13426778034105,12.425468251343231
41.0,1.5561008139053756,155.30049509347748,1.188248165259763,151.74006514090533,12.031561379856214
42.0,2.3689604812380134,167.032033383563,2.656110918334686,165.65754524298438,12.176998966666819
43.0,1.3142278458042478,180.0780786835088,0.4551025038493255,178.1526214961142,12.43032976277528
44.0,0.8290372229223518,185.6763125394053,1.658724475059787,188.69757826824738,12.573306835543052
45.0,1.2368389071233867,197.27657749496385,2.8837383782091877,199.03282783260235,11.889843898134774
46.0,1.942455228240428,207.52294844849257,0.7802134531040381,206.65533926330718,12.96660568489521
47.0,0.7691881088279436,221.36161288123984,1.1378834484343323,218.87439644652875,13.548455601746932
48.0,-0.049101659040918566,229.13175380426787,-0.679906866520426,232.1265310790815,12.963675802952968
49.0,-1.9766686724038918,245.34318017880375,-0.27918922946988095,246.22182787013327,12.692303758106235
50.0,0.21106034203052676,264.20599512680457,0.06265318398878633,262.0861252302238,11.352144848060288
51.0,0.6349240506213315,270.80588987188355,-0.3433267548453879,272.3833116557129,13.460888705192485
52.0,-1.6929211731347347,283.9433658281692,-2.337664634423409,284.0626853055374,13.121285416397853
53.0,-1.849507953834308,297.49114193781224,-2.378365025530292,297.6660165037737,12.217541506990733
54.0,-3.6565843627530503,308.68071854692136,-2.599064237240207,308.5405649150079,13.132493377748379
55.0,-3.3688801170970115,324.78620923057713,-3.595004409148074,322.0394422711,13.31337052820915
56.0,-3.311161113165072,333.55247492360587,-4.1082615247858,334.5584412283535,11.911315908411419
57.0,-5.044443259281735,346.9161128722226,-4.81808213957176,346.89267783662297,11.868920819261254
58.0,-2.7986865581960134,360.03341610769075,-3.898287136702963,360.50100325261513,12.440943182325185
59.0,-2.265914544759928,376.29771764970167,-2.935070734537028,374.4671779371334,13.667048958641749
60.0,-5.80655743668515,387.2383184205564,-4.573660969125102,386.99097568683555,14.957568866573043
