time,observation,state
1.0,-0.024022957834638037,1.654628402818884
2.0,-2.2891205817829094,1.5470456719568744
3.0,5.204682457120358,4.1486643855651835
4.0,4.074106965512405,7.131297679957248
5.0,4.478575824391659,4.502253825819751
6.0,2.4741079400737727,4.2998134607089735
7.0,2.9559701040576636,3.2104263216213385
8.0,-0.5609724008505874,2.8750488617236654
9.0,1.3624801363091947,-0.6448478621966061
10.0,0.30563357976581607,0.26613981580811974
11.0,-1.190770263160784,1.3512067404854893
12.0,-0.08642408982210203,-0.8233224201083964
13.0,-1.5773003160132908,1.5814471940318975
14.0,4.555946775600068,2.3620565398241227
15.0,0.09828562008206077,-0.21203935644589444
16.0,2.6563818094168177,1.6447817668169145
17.0,3.8953264474995333,2.1516826807830682
18.0,0.6788013539904814,1.9744590532606328
19.0,4.252635791346467,3.5897034763933755
20.0,2.7751981503342926,5.937271978515345
21.0,9.773473106897002,7.217664808610122
22.0,2.048747413079898,2.819818254659974
23.0,1.6696475492790217,1.9579953743914307
24.0,1.0073806635802511,0.45217413564523334
25.0,3.5779946809538883,0.13186724419203355
26.0,-0.7605060267460035,-1.0982370134488157
27.0,-1.842083735559972,-2.045782946983296
28.0,0.02563436736749075,0.11199486536393444
29.0,-1.8098440082578113,0.16567170035755283
30.0,-1.227485440891473,-3.14445487047188
31.0,-7.211754223172134,-4.357084901185699
32.0,-1.1737541297941263,-3.955663438813204
33.0,-6.680635144643014,-5.284283553590808
34.0,-2.4104938435744074,-4.152549571348286
35.0,-3.002490257979736,-4.140094314874733
36.0,-6.060746348375916,-6.038204870235761
37.0,-3.9129652107087094,-6.122153739431312
38.0,-5.805695938263168,-7.338594877446809
39.0,-6.635995647182967,-6.266837625114213
40.0,-0.7420674343732585,-2.140047757280892
41.0,-0.8381859524064714,-2.2071784913373635
42.0,-6.237604231853904,-6.933310533119677
43.0,-4.281689761779368,-5.334870180138233
44.0,-6.354849084348624,-6.529579481635044
45.0,-6.6686205936472795,-5.178157627658124
46.0,-5.193144521637403,-5.220703675164369
47.0,-6.705860405234864,-6.712623977614821
48.0,-6.556124514948983,-6.209949117134461
49.0,-4.844834647277974,-3.5701139317644834
50.0,-2.256262432143895,-1.3510218620445673
51.0,0.9292211128888926,-0.9573133345544286
52.0,-1.5428594927259007,-0.8376512498044163
53.0,-4.122749766739923,-0.20050812918326455
54.0,-0.8732509431606588,-2.3202987256853005
55.0,-1.9020886754327475,-3.4383249660985697
56.0,-2.299264632775932,-3.1054388070191274
57.0,-3.5468661229000986,-3.6738577935886436
58.0,-5.486206580010467,-2.456831332271664
59.0,-4.31559985298347,-2.7784550619283475
60.0,-5.450393615238947,-4.016353722779431
61.0,-4.544567172290206,-6.47471886939347
62.0,-0.5150616575538125,-4.156599077276918
63.0,-6.657974664760125,-6.322344808346911
64.0,-11.438709781902435,-6.763063071881403
65.0,-11.123307817858201,-10.211008708229102
66.0,-6.723850057035767,-9.481898333737755
67.0,-10.947016462838214,-9.408484617233476
68.0,-9.380697292930405,-8.701281193205757
69.0,-8.292254615001003,-6.665323928603743
70.0,-6.207171292657014,-8.215220122916941
71.0,-7.160915312688343,-7.270474434225812
72.0,-9.947339600418951,-9.7886595352055
73.0,-7.137051190499241,-7.800012007941478
74.0,-8.472140037650822,-6.746001466170442
75.0,-4.106730540761987,-5.5028619634467635
76.0,-3.89808231963538,-3.4644521892282656
77.0,-4.046669738217992,-4.124272951715769
78.0,-5.335359157449402,-3.6244404715579055
79.0,-7.154440785458184,-6.292518799552651
80.0,-3.8340806905508042,-5.375016618940022
81.0,-3.4906815754044542,-6.713322352329083
82.0,-10.15689373806818,-7.562634639763987
83.0,-5.334926931944022,-4.773121906741016
84.0,-3.1019130225373304,-5.968208685612421
85.0,-7.054943530967477,-5.3581409863992215
86.0,-4.383649879094994,-7.0064541988756845
87.0,-9.678949195831368,-7.5773491863282745
88.0,-6.001118509439571,-7.237468666284883
89.0,-1.8041968428196076,-2.8021033823179553
90.0,1.3026359023361955,-2.185496333701606
91.0,2.9936349183839033,-1.3504815300082837
92.0,-3.3045110733784875,-0.928046411820156
93.0,-1.8582920860031416,-1.3097041910136342
94.0,-0.05371048345673812,0.8281700965053806
95.0,-4.143931429480713,-0.8598605773262775
96.0,4.565610378967543,0.253598570550319
97.0,-1.8004505868001646,-0.45039780264736917
98.0,0.44844341405569804,-0.3954774549256394
99.0,0.6407287624983825,-0.7146237111259784
100.0,4.616357685580485,-0.6601124120045713
101.0,-0.23834776554422887,-0.07831987959152864
102.0,1.0071800179390777,0.5867115313528395
103.0,-1.5220414050344184,-0.4103094833854024
104.0,2.6071357352357873,-0.44333373842309803
105.0,-2.7447880177565964,-1.8961201842612838
106.0,-2.082921017234792,-1.9496878610222386
107.0,-1.258868084694646,-3.730383449234087
108.0,-5.8974350267149305,-5.103823688521177
109.0,-3.611843226703429,-3.9128391060826693
110.0,-2.3696362340599775,-2.535342680266971
111.0,-1.6609639120361535,-1.672256945867728
112.0,-0.4215196147429806,-0.050907012499504134
113.0,2.3929355566788457,1.3039909446966214
114.0,-0.40674228952745284,-0.17380828238580714
115.0,-2.97207060142679,-0.7276692695141075
116.0,-4.650217339287672,-1.0010170177117963
117.0,-1.4081618565329803,-0.9385638418502595
118.0,3.077083151118577,0.6553456613470512
119.0,3.6379902041865595,0.05883721180280399
120.0,7.387345575683854,4.167609963024507
121.0,2.6664584800908244,4.460264142922117
122.0,8.089253645107327,4.589090517584053
123.0,2.674823931388024,4.5586166772026075
124.0,4.178900301890366,4.710939620456561
125.0,3.3428316863887426,3.392799059043896
126.0,4.037207287109519,1.0061956688694735
127.0,-1.1056046539122453,0.41863139890356094
128.0,-0.3207929904981617,-0.8413405501110613
129.0,-1.0598751841913063,-1.095354475792461
130.0,-0.9462258479748479,-0.6072513074139352
131.0,1.0779265680826464,1.0677726835197014
132.0,4.293936990893267,2.9256023399239552
133.0,0.4038982569828131,2.052118983025327
134.0,0.2754501695779945,2.261050254313443
135.0,3.354485616605533,4.485827353005642
136.0,3.168299786147483,1.9358171210205377
137.0,-0.5857841351998581,0.337204671921171
138.0,-1.968033758630966,0.3544328067542406
139.0,-2.5910238476922247,-1.3385699375261821
